C_CourseID,C_CourseName,C_DepartmentID,C_InstructorID,C_Credits
5102,Course5102,68,16285,2
5103,Course5103,72,15769,4
5104,Course5104,82,11552,2
5105,Course5105,73,350,1
5106,Course5106,15,10010,4
5107,Course5107,70,17526,1
5108,Course5108,25,8340,1
5109,Course5109,1,2739,4
5110,Course5110,12,1806,3
5111,Course5111,14,11813,3
5112,Course5112,40,4382,3
5113,Course5113,56,6474,3
5114,Course5114,8,22379,4
5115,Course5115,37,14695,4
5116,Course5116,1,16539,4
5117,Course5117,83,13351,3
5118,Course5118,61,24316,3
5119,Course5119,54,22467,4
5120,Course5120,68,1449,4
5121,Course5121,71,6823,3
5122,Course5122,47,13841,3
5123,Course5123,40,15180,3
5124,Course5124,81,1327,3
5125,Course5125,2,5862,2
5126,Course5126,29,14213,2
5127,Course5127,72,2291,3
5128,Course5128,7,7201,1
5129,Course5129,51,12768,3
5130,Course5130,69,2968,2
5131,Course5131,69,14750,3
5132,Course5132,15,7897,1
5133,Course5133,62,6395,4
5134,Course5134,32,17366,4
5135,Course5135,11,11007,2
5136,Course5136,66,12669,2
5137,Course5137,53,15063,1
5138,Course5138,36,10716,2
5139,Course5139,44,7966,2
5140,Course5140,79,9551,4
5141,Course5141,69,8630,2
5142,Course5142,31,662,2
5143,Course5143,4,22733,3
5144,Course5144,42,22668,3
5145,Course5145,75,6493,2
5146,Course5146,48,21606,2
5147,Course5147,53,9546,2
5148,Course5148,5,15,1
5149,Course5149,51,976,1
5150,Course5150,78,17599,4
5151,Course5151,71,1332,2
5152,Course5152,23,8998,1
5153,Course5153,60,4436,1
5154,Course5154,61,10531,3
5155,Course5155,26,20904,2
5156,Course5156,40,24121,3
5157,Course5157,47,18042,1
5158,Course5158,37,12663,1
5159,Course5159,20,15183,4
5160,Course5160,45,5666,4
5161,Course5161,21,2487,2
5162,Course5162,12,12691,2
5163,Course5163,38,1879,2
5164,Course5164,76,1445,3
5165,Course5165,78,11458,2
5166,Course5166,57,10221,2
5167,Course5167,81,18105,3
5168,Course5168,37,16525,1
5169,Course5169,43,7548,2
5170,Course5170,62,24139,3
5171,Course5171,6,8552,2
5172,Course5172,33,3065,4
5173,Course5173,3,24691,4
5174,Course5174,10,21161,3
5175,Course5175,10,22846,4
5176,Course5176,79,11239,4
5177,Course5177,21,7945,4
5178,Course5178,54,22510,1
5179,Course5179,16,4003,1
5180,Course5180,46,20697,2
5181,Course5181,53,22894,1
5182,Course5182,26,3278,1
5183,Course5183,72,20845,4
5184,Course5184,4,5031,2
5185,Course5185,52,7718,4
5186,Course5186,74,8457,3
5187,Course5187,31,22720,3
5188,Course5188,51,9900,2
5189,Course5189,4,7660,2
5190,Course5190,77,14830,4
5191,Course5191,69,11130,1
5192,Course5192,2,7694,1
5193,Course5193,53,24918,1
5194,Course5194,16,23327,4
5195,Course5195,46,20718,2
5196,Course5196,60,11252,2
5197,Course5197,28,22446,1
5198,Course5198,40,5108,4
5199,Course5199,42,9409,4
5200,Course5200,78,600,2
5201,Course5201,49,19172,1
5202,Course5202,38,15972,2
5203,Course5203,82,1769,3
5204,Course5204,21,9900,1
5205,Course5205,27,2877,4
5206,Course5206,29,11251,1
5207,Course5207,27,4907,1
5208,Course5208,43,16790,1
5209,Course5209,48,10761,4
5210,Course5210,57,7174,2
5211,Course5211,34,1727,2
5212,Course5212,32,17312,2
5213,Course5213,75,14910,4
5214,Course5214,74,24014,3
5215,Course5215,30,23710,4
5216,Course5216,76,22658,2
5217,Course5217,40,3370,4
5218,Course5218,35,13566,3
5219,Course5219,31,13145,1
5220,Course5220,31,9767,3
5221,Course5221,29,9612,4
5222,Course5222,13,23809,1
5223,Course5223,71,1405,2
5224,Course5224,8,17315,2
5225,Course5225,7,19867,2
5226,Course5226,33,12480,2
5227,Course5227,63,23703,4
5228,Course5228,40,8685,4
5229,Course5229,11,22533,1
5230,Course5230,10,16007,2
5231,Course5231,41,14707,4
5232,Course5232,63,4155,1
5233,Course5233,40,16676,4
5234,Course5234,53,12686,1
5235,Course5235,38,9787,4
5236,Course5236,21,10856,3
5237,Course5237,35,2143,4
5238,Course5238,18,13554,2
5239,Course5239,23,19582,1
5240,Course5240,9,14635,1
5241,Course5241,40,13590,3
5242,Course5242,66,1822,4
5243,Course5243,34,21642,2
5244,Course5244,26,4310,3
5245,Course5245,29,15193,3
5246,Course5246,78,3000,1
5247,Course5247,76,15387,3
5248,Course5248,68,13428,3
5249,Course5249,5,19336,3
5250,Course5250,6,20313,4
5251,Course5251,16,18419,4
5252,Course5252,65,14619,1
5253,Course5253,1,24072,1
5254,Course5254,66,23182,1
5255,Course5255,17,11969,1
5256,Course5256,28,10297,4
5257,Course5257,51,5647,1
5258,Course5258,71,13073,1
5259,Course5259,39,7612,1
5260,Course5260,59,3147,3
5261,Course5261,51,24334,2
5262,Course5262,59,18583,3
5263,Course5263,65,23695,2
5264,Course5264,26,14051,1
5265,Course5265,79,2336,2
5266,Course5266,12,6039,4
5267,Course5267,16,3311,4
5268,Course5268,37,12647,3
5269,Course5269,14,5304,4
5270,Course5270,52,9510,1
5271,Course5271,81,6251,2
5272,Course5272,56,470,2
5273,Course5273,42,11283,3
5274,Course5274,77,9387,4
5275,Course5275,19,7741,2
5276,Course5276,65,12888,4
5277,Course5277,44,2827,2
5278,Course5278,33,649,3
5279,Course5279,18,12077,1
5280,Course5280,83,14149,1
5281,Course5281,74,2179,4
5282,Course5282,2,10936,1
5283,Course5283,18,22334,3
5284,Course5284,42,18149,4
5285,Course5285,54,21562,4
5286,Course5286,73,3189,2
5287,Course5287,47,6031,3
5288,Course5288,28,3029,2
5289,Course5289,82,6313,3
5290,Course5290,4,23494,4
5291,Course5291,20,24069,1
5292,Course5292,15,16021,1
5293,Course5293,41,636,2
5294,Course5294,7,10255,1
5295,Course5295,16,16634,3
5296,Course5296,71,22108,4
5297,Course5297,16,24066,1
5298,Course5298,35,819,4
5299,Course5299,80,6365,3
5300,Course5300,3,21008,3
5301,Course5301,18,4257,3
5302,Course5302,44,11417,1
5303,Course5303,49,10255,2
5304,Course5304,77,19755,4
5305,Course5305,46,24305,3
5306,Course5306,53,22997,4
5307,Course5307,80,12365,1
5308,Course5308,13,19292,4
5309,Course5309,47,11722,3
5310,Course5310,38,9436,3
5311,Course5311,70,1582,4
5312,Course5312,50,6690,2
5313,Course5313,66,10695,4
5314,Course5314,58,10931,1
5315,Course5315,60,8249,4
5316,Course5316,50,24212,1
5317,Course5317,20,12008,1
5318,Course5318,16,2667,2
5319,Course5319,69,15570,1
5320,Course5320,7,14732,1
5321,Course5321,10,15944,4
5322,Course5322,9,17329,3
5323,Course5323,23,18556,2
5324,Course5324,11,20260,4
5325,Course5325,62,24047,4
5326,Course5326,30,21552,4
5327,Course5327,63,17584,1
5328,Course5328,18,19858,1
5329,Course5329,8,20542,1
5330,Course5330,32,17354,2
5331,Course5331,13,6301,2
5332,Course5332,51,287,4
5333,Course5333,26,18433,4
5334,Course5334,69,20992,2
5335,Course5335,14,2719,2
5336,Course5336,65,12918,2
5337,Course5337,34,15938,2
5338,Course5338,78,24143,2
5339,Course5339,49,6823,4
5340,Course5340,72,8404,3
5341,Course5341,26,13321,1
5342,Course5342,61,23157,3
5343,Course5343,62,19600,4
5344,Course5344,11,21049,1
5345,Course5345,54,22082,4
5346,Course5346,79,13651,2
5347,Course5347,57,11321,3
5348,Course5348,12,19394,4
5349,Course5349,39,5945,1
5350,Course5350,40,3839,4
5351,Course5351,31,10511,1
5352,Course5352,14,553,2
5353,Course5353,4,23997,1
5354,Course5354,23,24397,1
5355,Course5355,4,5660,3
5356,Course5356,8,24538,4
5357,Course5357,65,11228,2
5358,Course5358,74,16019,1
5359,Course5359,52,1064,3
5360,Course5360,6,10959,2
5361,Course5361,54,13059,1
5362,Course5362,41,22312,4
5363,Course5363,19,21709,3
5364,Course5364,13,4681,1
5365,Course5365,15,8571,3
5366,Course5366,34,11098,2
5367,Course5367,57,16531,3
5368,Course5368,33,15808,1
5369,Course5369,41,8070,3
5370,Course5370,43,7843,2
5371,Course5371,35,7179,2
5372,Course5372,43,2102,1
5373,Course5373,43,24416,1
5374,Course5374,16,10072,4
5375,Course5375,62,5118,4
5376,Course5376,64,14339,3
5377,Course5377,22,17738,3
5378,Course5378,77,18930,2
5379,Course5379,75,11364,4
5380,Course5380,54,18281,1
5381,Course5381,61,17575,1
5382,Course5382,38,12051,3
5383,Course5383,6,18615,4
5384,Course5384,43,18967,2
5385,Course5385,13,21150,3
5386,Course5386,83,13528,3
5387,Course5387,13,4286,1
5388,Course5388,36,21003,1
5389,Course5389,57,21051,4
5390,Course5390,46,5491,4
5391,Course5391,10,10283,2
5392,Course5392,8,6189,3
5393,Course5393,76,24169,2
5394,Course5394,68,10930,4
5395,Course5395,2,12504,1
5396,Course5396,55,3815,4
5397,Course5397,14,20959,2
5398,Course5398,19,13171,4
5399,Course5399,24,12610,4
5400,Course5400,63,10993,3
5401,Course5401,17,23866,2
5402,Course5402,10,8409,4
5403,Course5403,80,8074,4
5404,Course5404,26,22277,2
5405,Course5405,27,2441,3
5406,Course5406,69,20037,4
5407,Course5407,47,5754,1
5408,Course5408,68,10977,2
5409,Course5409,42,12340,2
5410,Course5410,43,13502,4
5411,Course5411,44,6800,1
5412,Course5412,23,18455,4
5413,Course5413,23,18222,3
5414,Course5414,43,8363,3
5415,Course5415,52,6901,3
5416,Course5416,61,2281,3
5417,Course5417,73,7085,1
5418,Course5418,17,1542,1
5419,Course5419,13,5712,3
5420,Course5420,32,7939,2
5421,Course5421,44,21419,1
5422,Course5422,52,6434,2
5423,Course5423,72,19173,2
5424,Course5424,8,155,4
5425,Course5425,12,1661,1
5426,Course5426,7,19844,3
5427,Course5427,47,24868,1
5428,Course5428,66,20397,4
5429,Course5429,81,19599,4
5430,Course5430,35,1437,3
5431,Course5431,75,10549,3
5432,Course5432,52,12154,3
5433,Course5433,60,23308,4
5434,Course5434,15,18435,3
5435,Course5435,26,2515,4
5436,Course5436,38,11638,1
5437,Course5437,39,23542,3
5438,Course5438,73,18982,4
5439,Course5439,47,285,3
5440,Course5440,1,21143,1
5441,Course5441,57,20057,2
5442,Course5442,17,12475,1
5443,Course5443,71,15907,1
5444,Course5444,73,7221,2
5445,Course5445,68,2484,4
5446,Course5446,28,17244,3
5447,Course5447,16,20134,1
5448,Course5448,23,9590,3
5449,Course5449,60,3504,4
5450,Course5450,65,16237,4
5451,Course5451,66,22078,4
5452,Course5452,28,150,1
5453,Course5453,4,6886,3
5454,Course5454,63,2811,4
5455,Course5455,52,4431,3
5456,Course5456,65,4757,4
5457,Course5457,30,15930,3
5458,Course5458,75,11872,3
5459,Course5459,16,12979,4
5460,Course5460,20,13851,1
5461,Course5461,41,7274,4
5462,Course5462,67,20150,3
5463,Course5463,73,14632,1
5464,Course5464,31,22675,1
5465,Course5465,40,11769,1
5466,Course5466,42,1725,4
5467,Course5467,76,3235,3
5468,Course5468,15,7137,3
5469,Course5469,14,23764,4
5470,Course5470,40,11104,4
5471,Course5471,13,7595,1
5472,Course5472,71,7349,2
5473,Course5473,69,15138,1
5474,Course5474,69,20922,1
5475,Course5475,68,6923,3
5476,Course5476,49,9270,4
5477,Course5477,43,11560,1
5478,Course5478,62,278,3
5479,Course5479,51,1365,4
5480,Course5480,69,10621,3
5481,Course5481,17,1985,1
5482,Course5482,43,22534,4
5483,Course5483,12,13770,4
5484,Course5484,10,23930,4
5485,Course5485,15,5825,3
5486,Course5486,1,21588,2
5487,Course5487,31,976,1
5488,Course5488,58,9918,2
5489,Course5489,72,10285,3
5490,Course5490,7,14111,3
5491,Course5491,46,2543,2
5492,Course5492,69,15558,3
5493,Course5493,58,14658,4
5494,Course5494,9,14473,3
5495,Course5495,34,4031,3
5496,Course5496,9,20100,1
5497,Course5497,58,14404,4
5498,Course5498,10,22881,3
5499,Course5499,45,2667,4
5500,Course5500,11,2525,1
5501,Course5501,35,8558,2
5502,Course5502,48,2416,3
5503,Course5503,36,8744,1
5504,Course5504,73,382,1
5505,Course5505,63,14604,3
5506,Course5506,71,16980,4
5507,Course5507,70,8131,1
5508,Course5508,17,15970,4
5509,Course5509,58,7125,1
5510,Course5510,78,7961,1
5511,Course5511,67,4098,4
5512,Course5512,39,13872,2
5513,Course5513,44,9816,1
5514,Course5514,7,22053,1
5515,Course5515,29,15863,1
5516,Course5516,35,22070,4
5517,Course5517,32,3614,3
5518,Course5518,46,2822,1
5519,Course5519,61,13258,3
5520,Course5520,62,11558,4
5521,Course5521,61,3186,2
5522,Course5522,20,15683,1
5523,Course5523,4,5959,3
5524,Course5524,80,5023,1
5525,Course5525,7,18699,3
5526,Course5526,68,1019,1
5527,Course5527,21,13433,1
5528,Course5528,8,11697,4
5529,Course5529,44,10043,4
5530,Course5530,5,19787,4
5531,Course5531,66,9804,4
5532,Course5532,19,5004,1
5533,Course5533,74,7802,1
5534,Course5534,17,1942,1
5535,Course5535,12,20509,4
5536,Course5536,36,20401,2
5537,Course5537,79,1301,1
5538,Course5538,44,21341,1
5539,Course5539,40,12840,3
5540,Course5540,34,7924,1
5541,Course5541,30,5903,1
5542,Course5542,11,2228,2
5543,Course5543,15,19416,1
5544,Course5544,10,16340,2
5545,Course5545,4,23700,1
5546,Course5546,20,15061,3
5547,Course5547,18,12493,2
5548,Course5548,27,2313,2
5549,Course5549,12,12343,1
5550,Course5550,32,5840,3
5551,Course5551,65,10712,3
5552,Course5552,12,21498,2
5553,Course5553,58,20230,4
5554,Course5554,39,12868,4
5555,Course5555,39,4432,1
5556,Course5556,70,12678,2
5557,Course5557,30,5920,3
5558,Course5558,26,5293,4
5559,Course5559,64,13845,2
5560,Course5560,26,7972,3
5561,Course5561,2,16106,3
5562,Course5562,53,14404,1
5563,Course5563,40,15571,3
5564,Course5564,31,11058,4
5565,Course5565,48,1862,4
5566,Course5566,18,787,4
5567,Course5567,61,2289,3
5568,Course5568,9,16317,3
5569,Course5569,72,5562,3
5570,Course5570,39,6920,1
5571,Course5571,29,20610,3
5572,Course5572,75,10238,4
5573,Course5573,18,11680,2
5574,Course5574,43,18407,1
5575,Course5575,78,22703,4
5576,Course5576,44,5970,2
5577,Course5577,45,24620,1
5578,Course5578,17,16146,4
5579,Course5579,73,24212,2
5580,Course5580,58,11161,1
5581,Course5581,6,24183,3
5582,Course5582,61,23990,3
5583,Course5583,76,23431,1
5584,Course5584,23,17735,2
5585,Course5585,25,11122,1
5586,Course5586,43,8023,1
5587,Course5587,61,21116,3
5588,Course5588,27,22671,2
5589,Course5589,54,9332,1
5590,Course5590,35,19945,1
5591,Course5591,82,3831,4
5592,Course5592,27,2097,4
5593,Course5593,14,4146,2
5594,Course5594,79,16899,3
5595,Course5595,5,17767,2
5596,Course5596,9,17259,4
5597,Course5597,21,7514,2
5598,Course5598,27,7171,4
5599,Course5599,33,7548,4
5600,Course5600,32,5556,3
5601,Course5601,62,16764,2
5602,Course5602,73,19483,3
5603,Course5603,55,7600,1
5604,Course5604,28,498,1
5605,Course5605,36,232,3
5606,Course5606,74,20855,3
5607,Course5607,24,18336,2
5608,Course5608,10,8648,3
5609,Course5609,56,7935,3
5610,Course5610,65,15409,2
5611,Course5611,18,8582,1
5612,Course5612,3,19340,2
5613,Course5613,79,5320,4
5614,Course5614,74,22656,3
5615,Course5615,15,14082,1
5616,Course5616,7,23425,1
5617,Course5617,12,17354,3
5618,Course5618,14,16984,3
5619,Course5619,36,2690,1
5620,Course5620,51,8803,2
5621,Course5621,10,5267,2
5622,Course5622,83,3617,2
5623,Course5623,41,5948,4
5624,Course5624,69,24111,1
5625,Course5625,83,3,4
5626,Course5626,6,1391,2
5627,Course5627,10,20533,2
5628,Course5628,38,22647,2
5629,Course5629,32,23551,4
5630,Course5630,31,13496,1
5631,Course5631,62,23038,1
5632,Course5632,28,10291,3
5633,Course5633,81,11090,3
5634,Course5634,27,16682,3
5635,Course5635,62,1622,1
5636,Course5636,58,8435,1
5637,Course5637,83,15681,1
5638,Course5638,82,16694,2
5639,Course5639,69,20121,3
5640,Course5640,11,8897,1
5641,Course5641,66,23430,1
5642,Course5642,2,13652,4
5643,Course5643,70,23902,3
5644,Course5644,17,852,2
5645,Course5645,7,805,2
5646,Course5646,45,20545,1
5647,Course5647,64,8498,1
5648,Course5648,75,23367,2
5649,Course5649,6,7137,2
5650,Course5650,63,3849,4
5651,Course5651,43,5954,1
5652,Course5652,47,17773,4
5653,Course5653,72,1572,4
5654,Course5654,74,4649,2
5655,Course5655,46,1114,1
5656,Course5656,67,23674,1
5657,Course5657,64,7367,3
5658,Course5658,43,22724,2
5659,Course5659,49,8745,1
5660,Course5660,25,13980,1
5661,Course5661,6,18277,2
5662,Course5662,53,19672,3
5663,Course5663,29,19807,4
5664,Course5664,15,21124,2
5665,Course5665,40,23952,3
5666,Course5666,1,21264,1
5667,Course5667,43,12847,3
5668,Course5668,76,5732,2
5669,Course5669,26,7964,3
5670,Course5670,36,23313,1
5671,Course5671,41,18378,4
5672,Course5672,26,16588,3
5673,Course5673,70,6595,3
5674,Course5674,81,3652,2
5675,Course5675,77,24963,1
5676,Course5676,65,21331,2
5677,Course5677,5,4653,4
5678,Course5678,52,17074,4
5679,Course5679,29,6016,3
5680,Course5680,29,12265,3
5681,Course5681,32,14668,3
5682,Course5682,80,10530,2
5683,Course5683,58,17625,1
5684,Course5684,38,3874,2
5685,Course5685,9,23927,2
5686,Course5686,22,20248,2
5687,Course5687,57,159,2
5688,Course5688,14,3730,3
5689,Course5689,19,12332,4
5690,Course5690,42,17415,4
5691,Course5691,19,16605,4
5692,Course5692,41,3178,1
5693,Course5693,78,4510,1
5694,Course5694,81,24055,4
5695,Course5695,63,24289,3
5696,Course5696,64,4162,3
5697,Course5697,7,9939,2
5698,Course5698,14,20818,4
5699,Course5699,83,8881,4
5700,Course5700,71,7092,3
5701,Course5701,16,13763,2
5702,Course5702,45,4975,4
5703,Course5703,13,22315,3
5704,Course5704,80,6027,3
5705,Course5705,73,17465,4
5706,Course5706,74,6591,3
5707,Course5707,69,19736,1
5708,Course5708,61,11552,1
5709,Course5709,19,15463,2
5710,Course5710,60,3837,2
5711,Course5711,49,13938,1
5712,Course5712,17,10433,3
5713,Course5713,43,3851,3
5714,Course5714,25,3169,1
5715,Course5715,83,3612,1
5716,Course5716,60,4106,1
5717,Course5717,65,24898,2
5718,Course5718,67,23850,2
5719,Course5719,82,21043,3
5720,Course5720,51,12457,4
5721,Course5721,9,15505,4
5722,Course5722,63,4495,2
5723,Course5723,2,24902,2
5724,Course5724,71,13938,1
5725,Course5725,20,12010,1
5726,Course5726,78,2054,2
5727,Course5727,64,4583,1
5728,Course5728,65,4537,3
5729,Course5729,16,14083,1
5730,Course5730,1,8455,4
5731,Course5731,11,19742,4
5732,Course5732,61,11708,4
5733,Course5733,30,22029,1
5734,Course5734,19,6669,4
5735,Course5735,21,13006,3
5736,Course5736,31,16207,2
5737,Course5737,37,22863,3
5738,Course5738,26,2709,1
5739,Course5739,61,17297,4
5740,Course5740,78,23441,2
5741,Course5741,53,24976,4
5742,Course5742,39,2191,2
5743,Course5743,49,6871,3
5744,Course5744,47,1514,4
5745,Course5745,59,4697,3
5746,Course5746,2,20974,2
5747,Course5747,18,12156,3
5748,Course5748,11,3140,2
5749,Course5749,46,480,1
5750,Course5750,40,17513,2
5751,Course5751,41,24401,2
5752,Course5752,66,2998,3
5753,Course5753,10,96,3
5754,Course5754,41,23300,3
5755,Course5755,65,2898,4
5756,Course5756,21,899,2
5757,Course5757,65,19357,2
5758,Course5758,19,12854,4
5759,Course5759,26,2278,3
5760,Course5760,21,1712,2
5761,Course5761,5,10961,1
5762,Course5762,71,16119,3
5763,Course5763,29,3893,3
5764,Course5764,82,12663,2
5765,Course5765,79,16395,3
5766,Course5766,47,2148,3
5767,Course5767,15,11130,1
5768,Course5768,24,7553,3
5769,Course5769,11,10479,4
5770,Course5770,41,20852,4
5771,Course5771,25,11168,4
5772,Course5772,21,15050,1
5773,Course5773,64,17393,3
5774,Course5774,37,8714,4
5775,Course5775,71,23232,1
5776,Course5776,55,24291,2
5777,Course5777,80,24215,2
5778,Course5778,80,17865,3
5779,Course5779,64,676,1
5780,Course5780,82,22183,4
5781,Course5781,2,24899,3
5782,Course5782,38,8223,1
5783,Course5783,5,16505,2
5784,Course5784,78,8488,2
5785,Course5785,50,15176,1
5786,Course5786,73,14466,2
5787,Course5787,81,7255,3
5788,Course5788,60,21549,4
5789,Course5789,29,2905,2
5790,Course5790,18,12249,3
5791,Course5791,46,1291,3
5792,Course5792,38,13695,2
5793,Course5793,70,7876,3
5794,Course5794,81,11782,4
5795,Course5795,80,21722,3
5796,Course5796,61,20444,1
5797,Course5797,70,1446,1
5798,Course5798,46,17209,3
5799,Course5799,10,287,2
5800,Course5800,57,2509,1
5801,Course5801,58,19727,2
5802,Course5802,50,13108,1
5803,Course5803,46,5407,2
5804,Course5804,28,14014,3
5805,Course5805,38,5348,3
5806,Course5806,59,11288,3
5807,Course5807,66,13828,4
5808,Course5808,55,12183,4
5809,Course5809,29,15568,4
5810,Course5810,51,24660,4
5811,Course5811,33,19345,1
5812,Course5812,66,8169,3
5813,Course5813,17,15706,4
5814,Course5814,62,24812,1
5815,Course5815,28,2623,2
5816,Course5816,51,22017,1
5817,Course5817,36,22461,3
5818,Course5818,65,18912,2
5819,Course5819,34,16567,2
5820,Course5820,59,1034,3
5821,Course5821,69,9562,1
5822,Course5822,31,9793,4
5823,Course5823,69,15420,3
5824,Course5824,2,672,4
5825,Course5825,81,18682,3
5826,Course5826,50,7522,1
5827,Course5827,59,12637,2
5828,Course5828,11,18174,3
5829,Course5829,37,16343,2
5830,Course5830,67,23782,1
5831,Course5831,76,17998,3
5832,Course5832,37,18717,1
5833,Course5833,2,21752,4
5834,Course5834,15,7507,1
5835,Course5835,25,14997,1
5836,Course5836,75,7273,3
5837,Course5837,50,12919,1
5838,Course5838,24,3465,4
5839,Course5839,53,24743,1
5840,Course5840,81,23,1
5841,Course5841,82,21261,2
5842,Course5842,2,24153,4
5843,Course5843,76,24573,3
5844,Course5844,71,21873,1
5845,Course5845,53,7217,2
5846,Course5846,51,24579,1
5847,Course5847,31,4623,1
5848,Course5848,34,11162,1
5849,Course5849,39,13107,2
5850,Course5850,82,2023,2
5851,Course5851,55,11648,3
5852,Course5852,30,18839,1
5853,Course5853,36,16093,4
5854,Course5854,65,11125,1
5855,Course5855,35,12311,1
5856,Course5856,26,13331,2
5857,Course5857,10,5355,3
5858,Course5858,41,75,2
5859,Course5859,48,24312,1
5860,Course5860,71,2114,3
5861,Course5861,10,15908,2
5862,Course5862,23,16397,2
5863,Course5863,68,22296,2
5864,Course5864,61,21708,2
5865,Course5865,18,13493,2
5866,Course5866,46,21294,2
5867,Course5867,56,10088,4
5868,Course5868,14,17793,4
5869,Course5869,33,22873,2
5870,Course5870,78,16423,2
5871,Course5871,69,14817,4
5872,Course5872,2,6610,1
5873,Course5873,47,6363,1
5874,Course5874,34,14592,1
5875,Course5875,29,18577,1
5876,Course5876,5,17830,4
5877,Course5877,12,10985,4
5878,Course5878,80,11312,3
5879,Course5879,79,13622,3
5880,Course5880,52,13723,3
5881,Course5881,76,13639,4
5882,Course5882,43,15,1
5883,Course5883,65,8043,1
5884,Course5884,14,3815,1
5885,Course5885,37,23456,4
5886,Course5886,5,11979,3
5887,Course5887,29,16362,3
5888,Course5888,32,24664,2
5889,Course5889,58,11959,1
5890,Course5890,68,2557,4
5891,Course5891,54,23573,2
5892,Course5892,22,23617,4
5893,Course5893,82,2733,3
5894,Course5894,50,24569,4
5895,Course5895,77,2184,4
5896,Course5896,11,7718,4
5897,Course5897,70,3816,1
5898,Course5898,56,16917,2
5899,Course5899,73,6165,3
5900,Course5900,70,3081,4
5901,Course5901,43,23142,4
5902,Course5902,61,23462,2
5903,Course5903,42,2000,3
5904,Course5904,37,22824,2
5905,Course5905,77,9171,3
5906,Course5906,29,20971,4
5907,Course5907,61,17403,2
5908,Course5908,23,805,2
5909,Course5909,72,16135,2
5910,Course5910,45,18366,3
5911,Course5911,76,12574,1
5912,Course5912,76,3747,3
5913,Course5913,7,16901,1
5914,Course5914,20,1430,4
5915,Course5915,42,11149,3
5916,Course5916,34,2216,1
5917,Course5917,83,20257,1
5918,Course5918,52,14339,1
5919,Course5919,58,17772,1
5920,Course5920,76,8866,1
5921,Course5921,12,15179,2
5922,Course5922,82,10281,4
5923,Course5923,63,494,3
5924,Course5924,34,13549,1
5925,Course5925,49,6719,3
5926,Course5926,18,24483,3
5927,Course5927,35,23616,1
5928,Course5928,2,228,1
5929,Course5929,64,3940,2
5930,Course5930,41,24564,4
5931,Course5931,12,22885,4
5932,Course5932,13,5692,1
5933,Course5933,29,21446,1
5934,Course5934,16,21203,1
5935,Course5935,10,20081,2
5936,Course5936,7,9955,4
5937,Course5937,36,11795,4
5938,Course5938,80,707,1
5939,Course5939,75,11144,4
5940,Course5940,16,9240,2
5941,Course5941,26,4711,2
5942,Course5942,22,1484,3
5943,Course5943,74,11952,1
5944,Course5944,27,19368,4
5945,Course5945,66,8809,3
5946,Course5946,69,15480,4
5947,Course5947,72,8892,4
5948,Course5948,72,17004,2
5949,Course5949,39,20508,4
5950,Course5950,32,12173,4
5951,Course5951,49,17218,4
5952,Course5952,17,821,1
5953,Course5953,18,14613,1
5954,Course5954,31,441,2
5955,Course5955,12,21851,2
5956,Course5956,11,10563,1
5957,Course5957,44,23762,3
5958,Course5958,65,10063,2
5959,Course5959,76,11046,4
5960,Course5960,57,14298,2
5961,Course5961,47,2085,2
5962,Course5962,65,22293,1
5963,Course5963,40,5613,3
5964,Course5964,82,14843,4
5965,Course5965,43,12536,4
5966,Course5966,19,2420,1
5967,Course5967,16,19450,1
5968,Course5968,70,8124,4
5969,Course5969,16,2795,2
5970,Course5970,16,14608,4
5971,Course5971,82,19154,2
5972,Course5972,78,12494,1
5973,Course5973,30,12465,1
5974,Course5974,7,6016,1
5975,Course5975,36,12516,1
5976,Course5976,19,7124,3
5977,Course5977,29,21672,4
5978,Course5978,53,23699,1
5979,Course5979,76,12912,1
5980,Course5980,58,9819,3
5981,Course5981,35,17944,1
5982,Course5982,52,20857,4
5983,Course5983,52,19377,4
5984,Course5984,46,19469,4
5985,Course5985,66,21573,2
5986,Course5986,44,13891,3
5987,Course5987,70,6986,3
5988,Course5988,27,7323,1
5989,Course5989,59,8611,2
5990,Course5990,80,13249,2
5991,Course5991,64,10534,1
5992,Course5992,56,2549,1
5993,Course5993,40,2940,2
5994,Course5994,55,17319,4
5995,Course5995,19,18232,1
5996,Course5996,58,1862,1
5997,Course5997,23,11981,4
5998,Course5998,14,18037,2
5999,Course5999,20,10859,2
6000,Course6000,58,18240,1
6001,Course6001,65,13436,3
6002,Course6002,33,6952,1
6003,Course6003,47,2633,2
6004,Course6004,52,4296,4
6005,Course6005,52,10252,1
6006,Course6006,4,24368,3
6007,Course6007,11,11471,3
6008,Course6008,21,1880,4
6009,Course6009,4,10645,4
6010,Course6010,35,17030,2
6011,Course6011,11,14500,4
6012,Course6012,43,3704,4
6013,Course6013,26,14146,4
6014,Course6014,7,15201,3
6015,Course6015,33,9041,1
6016,Course6016,4,9535,3
6017,Course6017,48,4629,2
6018,Course6018,63,1309,1
6019,Course6019,83,6896,4
6020,Course6020,79,21353,2
6021,Course6021,53,16576,2
6022,Course6022,67,10803,2
6023,Course6023,15,6582,4
6024,Course6024,14,6853,3
6025,Course6025,47,11637,2
6026,Course6026,42,22815,4
6027,Course6027,63,17248,1
6028,Course6028,45,23268,1
6029,Course6029,4,264,1
6030,Course6030,48,9093,1
6031,Course6031,63,17994,2
6032,Course6032,38,23107,2
6033,Course6033,7,15031,2
6034,Course6034,15,4101,3
